Q (1/A),Intensity in plane (a.u.),Intensity out of plane (a.u.)
1.188750141710043,0.0,0.0
1.1912501420080663,0.0,0.0
1.1937501423060894,0.0,0.0
1.1962501426041126,0.0,0.0
1.1987501429021359,0.0,0.0
1.2012501432001592,0.0,0.0
1.2037501434981823,0.0,0.0
1.2062501437962057,0.0,0.0
1.2087501440942288,0.0,0.0
1.211250144392252,0.0,0.0
1.2137501446902752,0.0,0.0
1.2162501449882985,0.0,0.0
1.2187501452863216,0.0,0.0
1.221250145584345,0.0,0.0
1.223750145882368,0.0,0.0
1.2262501461803914,0.0,0.0
1.2287501464784147,0.0,0.0
1.2312501467764378,0.0,0.0
1.2337501470744612,0.0,0.0
1.2362501473724843,0.0,0.0
1.2387501476705074,0.0,0.0
1.2412501479685307,0.0,0.0
1.243750148266554,0.0,0.0
1.2462501485645772,0.0,0.0
1.2487501488626005,0.0,0.0
1.2512501491606234,0.0,0.0
1.2537501494586467,0.0,0.0
1.25625014975667,0.0,0.0
1.2587501500546932,0.0,0.0
1.2612501503527163,0.0,0.0
1.2637501506507396,0.0,0.0
1.2662501509487627,0.0,0.0
1.268750151246786,0.0,0.0
1.2712501515448094,0.0,0.0
1.2737501518428327,0.0,0.0
1.2762501521408556,0.0,0.0
1.278750152438879,0.0,0.0
1.2812501527369022,0.0,0.0
1.2837501530349256,0.0,0.0
1.2862501533329487,0.0,0.0
1.2887501536309718,0.0,0.0
1.2912501539289951,0.0,0.0
1.2937501542270182,0.0,0.0
1.2962501545250416,0.0,0.0
1.2987501548230649,0.0,0.0
1.301250155121088,0.0,0.0
1.303750155419111,0.0,0.0
1.3062501557171344,0.0,0.0
1.3087501560151575,0.0,0.0
1.3112501563131809,0.0,0.0
1.3137501566112042,0.0,0.0
1.316250156909227,0.0,0.0
1.3187501572072504,0.0,0.0
1.3212501575052737,0.0,0.0
1.323750157803297,0.0,0.0
1.3262501581013204,0.0,0.0
1.3287501583993435,0.0,0.0
1.3312501586973666,0.0,0.0
1.33375015899539,0.0,0.0
1.336250159293413,0.0,0.0
1.3387501595914364,0.0,0.0
1.3412501598894597,0.0,0.0
1.3437501601874826,0.0,0.0
1.346250160485506,0.0,0.0
1.3487501607835293,0.0,0.0
1.3512501610815524,0.0,0.0
1.3537501613795757,0.0,0.0
1.3562501616775988,0.0,0.0
1.358750161975622,0.0,0.0
1.3612501622736453,0.0,0.0
1.3637501625716686,0.0,0.0
1.366250162869692,0.0,0.0
1.3687501631677153,0.0,0.0
1.3712501634657381,0.0,0.0
1.3737501637637615,0.0,0.0
1.3762501640617848,0.0,0.0
1.378750164359808,0.0,0.0
1.3812501646578312,0.0,0.0
1.3837501649558543,0.0,0.0
1.3862501652538775,0.0,0.0
1.3887501655519008,0.0,0.0
1.3912501658499241,0.0,0.0
1.3937501661479472,0.0,0.0
1.3962501664459706,0.0,0.0
1.3987501667439937,0.0,0.0
1.4012501670420168,0.0,0.0
1.40375016734004,0.0,0.0
1.4062501676380634,0.0,0.0
1.4087501679360868,0.0,0.0
1.4112501682341096,0.0,0.0
1.413750168532133,0.0,0.0
1.4162501688301563,0.0,0.0
1.4187501691281796,0.0,0.0
1.4212501694262027,0.0,0.0
1.423750169724226,0.0,0.0
1.4262501700222492,0.0,0.0
1.4287501703202723,0.0,0.0
1.4312501706182956,0.0,0.0
1.433750170916319,0.0,0.0
1.436250171214342,0.0,0.0
1.4387501715123652,0.0,0.0
1.4412501718103885,0.0,0.0
1.4437501721084116,0.0,0.0
1.446250172406435,0.0,0.0
1.4487501727044583,0.0,0.0
1.4512501730024816,0.0,0.0
1.4537501733005045,0.0,0.0
1.4562501735985278,0.0,0.0
1.4587501738965511,0.0,0.0
1.4612501741945745,0.0,0.0
1.4637501744925976,0.0,0.0
1.4662501747906207,0.0,0.0
1.468750175088644,0.0,0.0
1.4712501753866671,0.0,0.0
1.4737501756846905,0.0,0.0
1.4762501759827138,0.0,0.0
1.4787501762807367,0.0,0.0
1.48125017657876,0.0,0.0
1.4837501768767833,0.0,0.0
1.4862501771748065,0.0,0.0
1.4887501774728298,0.0,0.0
1.4912501777708531,0.0,0.0
1.493750178068876,0.0,0.0
1.4962501783668993,0.0,0.0
1.4987501786649227,0.0,0.0
1.501250178962946,0.0,0.0
1.5037501792609693,0.0,0.0
1.5062501795589922,0.0,0.0
1.5087501798570155,0.0,0.0
1.5112501801550389,0.0,0.0
1.513750180453062,0.0,0.0
1.5162501807510853,0.0,0.0
1.5187501810491086,0.0,0.0
1.5212501813471315,0.0,0.0
1.5237501816451549,0.0,0.0
1.5262501819431782,0.0,0.0
1.5287501822412013,0.0,0.0
1.5312501825392246,0.0,0.0
1.5337501828372477,0.0,0.0
1.5362501831352708,0.0,0.0
1.5387501834332942,0.0,0.0
1.5412501837313175,0.0,0.0
1.5437501840293408,0.0,0.0
1.5462501843273642,0.0,0.0
1.548750184625387,0.0,0.0
1.5512501849234104,0.0,0.0
1.5537501852214337,0.0,0.0
1.5562501855194568,0.0,0.0
1.5587501858174801,0.0,0.0
1.5612501861155033,0.0,0.0
1.5637501864135264,0.0,0.0
1.5662501867115497,0.0,0.0
1.568750187009573,0.0,0.0
1.5712501873075961,0.0,0.0
1.5737501876056195,0.0,0.0
1.5762501879036426,0.0,0.0
1.5787501882016657,0.0,0.0
1.581250188499689,0.0,0.0
1.5837501887977123,0.0,0.0
1.5862501890957357,0.0,0.0
1.5887501893937586,0.0,0.0
1.591250189691782,0.0,0.0
1.5937501899898052,0.0,0.0
1.5962501902878286,0.0,0.0
1.5987501905858517,0.0,0.0
1.6012501908838748,0.0,0.0
1.603750191181898,0.0,0.0
1.6062501914799212,0.0,0.0
1.6087501917779445,0.0,0.0
1.6112501920759679,0.0,0.0
1.613750192373991,0.0,0.0
1.616250192672014,0.0,0.0
1.6187501929700374,0.0,0.0
1.6212501932680605,0.0,0.0
1.6237501935660839,0.0,0.0
1.6262501938641072,0.0,0.0
1.62875019416213,0.0,0.0
1.6312501944601534,0.0,0.0
1.6337501947581767,0.0,0.0
1.6362501950562,0.0,0.0
1.6387501953542234,0.0,0.0
1.6412501956522465,0.0,0.0
1.6437501959502696,0.0,0.0
1.646250196248293,0.0,0.0
1.648750196546316,0.0,0.0
1.6512501968443394,0.0,0.0
1.6537501971423627,0.0,0.0
1.6562501974403856,0.0,0.0
1.658750197738409,0.0,0.0
1.6612501980364323,0.0,0.0
1.6637501983344554,0.0,0.0
1.6662501986324787,0.0,0.0
1.668750198930502,0.0,0.0
1.671250199228525,0.0,0.0
1.6737501995265482,0.0,0.0
1.6762501998245716,0.0,0.0
1.678750200122595,0.0,0.0
1.6812502004206182,0.0,0.0
1.6837502007186411,0.0,0.0
1.6862502010166645,0.0,0.0
1.6887502013146878,0.0,0.0
1.691250201612711,0.0,0.0
1.6937502019107342,0.0,0.0
1.6962502022087576,0.0,0.0
1.6987502025067804,0.0,0.0
1.7012502028048038,0.0,0.0
1.703750203102827,0.0,0.0
1.7062502034008502,0.0,0.0
1.7087502036988735,0.0,0.0
1.7112502039968966,0.0,0.0
1.7137502042949198,0.0,0.0
1.716250204592943,0.0,0.0
1.7187502048909664,0.0,0.0
1.7212502051889897,0.0,0.0
1.723750205487013,0.0,0.0
1.726250205785036,0.0,0.0
1.7287502060830593,0.0,0.0
1.7312502063810826,0.0,0.0
1.7337502066791057,0.0,0.0
1.736250206977129,0.0,0.0
1.7387502072751522,0.0,0.0
1.7412502075731753,0.0,0.0
1.7437502078711986,0.0,0.0
1.746250208169222,0.0,0.0
1.748750208467245,0.0,0.0
1.7512502087652682,0.0,0.0
1.7537502090632915,0.0,0.0
1.7562502093613146,0.0,0.0
1.758750209659338,0.0,0.0
1.7612502099573613,0.0,0.0
1.7637502102553846,0.0,0.0
1.7662502105534075,0.0,0.0
1.7687502108514308,0.0,0.0
1.7712502111494541,0.0,0.0
1.7737502114474775,0.0,0.0
1.7762502117455006,0.0,0.0
1.7787502120435237,0.0,0.0
1.781250212341547,0.0,0.0
1.7837502126395701,0.0,0.0
1.7862502129375935,0.0,0.0
1.7887502132356168,0.0,0.0
1.79125021353364,0.0,0.0
1.793750213831663,0.0,0.0
1.7962502141296863,0.0,0.0
1.7987502144277094,0.0,0.0
1.8012502147257328,0.0,0.0
1.803750215023756,0.0,0.0
1.806250215321779,0.0,0.0
1.8087502156198023,0.0,0.0
1.8112502159178256,0.0,0.0
1.813750216215849,0.0,0.0
1.8162502165138723,0.0,0.0
1.8187502168118954,0.0,0.0
1.8212502171099185,0.0,0.0
1.8237502174079419,0.0,0.0
1.826250217705965,0.0,0.0
1.8287502180039883,0.0,0.0
1.8312502183020116,0.0,0.0
1.8337502186000345,0.0,0.0
1.8362502188980578,0.0,0.0
1.8387502191960812,0.0,0.0
1.8412502194941043,0.0,0.0
1.8437502197921276,0.0,0.0
1.846250220090151,0.0,0.0
1.8487502203881738,0.0,0.0
1.8512502206861972,0.0,0.0
1.8537502209842205,0.0,0.0
1.8562502212822438,0.0,0.0
1.8587502215802671,0.0,0.0
1.86125022187829,0.0,0.0
1.8637502221763134,0.0,0.0
1.8662502224743367,0.0,0.0
1.8687502227723598,0.0,0.0
1.8712502230703831,0.0,0.0
1.8737502233684062,0.0,0.0
1.8762502236664294,0.0,0.0
1.8787502239644527,0.0,0.0
1.881250224262476,0.0,0.0
1.8837502245604991,0.0,0.0
1.8862502248585225,0.0,0.0
1.8887502251565456,0.0,0.0
1.8912502254545687,0.0,0.0
1.893750225752592,0.0,0.0
1.8962502260506153,0.0,0.0
1.8987502263486387,0.0,0.0
1.9012502266466615,0.0,0.0
1.9037502269446849,0.0,0.0
1.9062502272427082,0.0,0.0
1.9087502275407315,0.0,0.0
1.9112502278387546,0.0,0.0
1.913750228136778,0.0,0.0
1.916250228434801,0.0,0.0
1.9187502287328242,0.0,0.0
1.9212502290308475,0.0,0.0
